DB00005	Etanercept	Prostaglandin G/H synthase 2	Human	P35354	inhibitor
DB00214	Torasemide	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00215	Citalopram	Cytochrome P450 2D6	None	None	None
DB00215	Citalopram	Cytochrome P450 2D6	None	None	None
DB00215	Citalopram	Cytochrome P450 2C19	None	None	None
DB00215	Citalopram	Cytochrome P450 3A4	None	None	None
DB00215	Citalopram	Cytochrome P450 2D6	None	None	None
DB00215	Citalopram	Cytochrome P450 3A4	Human	P08684	substrate
DB00215	Citalopram	Cytochrome P450 2C19	Human	P33261	substrate
DB00215	Citalopram	Cytochrome P450 2D6	Human	P10635	substrate
DB00215	Citalopram	Cytochrome P450 2E1	Human	P05181	substrate
DB00215	Citalopram	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00215	Citalopram	Cytochrome P450 2B6	Human	P20813	inhibitor
DB00216	Eletriptan	Cytochrome P450 2D6	None	None	None
DB00216	Eletriptan	Cytochrome P450 3A4	None	None	None
DB00216	Eletriptan	Cytochrome P450 2C9	None	None	None
DB00216	Eletriptan	Cytochrome P450 2C19	None	None	None
DB00216	Eletriptan	Prostaglandin G/H synthase 1	None	None	None
DB00216	Eletriptan	Cytochrome P450 3A4	Human	P08684	substrate
DB00216	Eletriptan	Cytochrome P450 2D6	Human	P10635	substrate
DB00216	Eletriptan	Cytochrome P450 2C9	Human	P11712	substrate
DB00216	Eletriptan	Cytochrome P450 2C19	Human	P33261	substrate
DB00216	Eletriptan	Prostaglandin G/H synthase 1	Human	P23219	substrate
DB00216	Eletriptan	Cytochrome P450 2A6	Human	P11509	inducer
DB00220	Nelfinavir	Cytochrome P450 2C19	None	None	None
DB00220	Nelfinavir	Cytochrome P450 3A4	None	None	None
DB00220	Nelfinavir	Cytochrome P450 2B6	Human	P20813	inhibitor
DB00220	Nelfinavir	Cytochrome P450 2C19	Human	P33261	substrate
DB00220	Nelfinavir	Cytochrome P450 3A4	Human	P08684	substrate
DB00220	Nelfinavir	Cytochrome P450 3A7	Human	P24462	substrate
DB00220	Nelfinavir	Cytochrome P450 3A5	Human	P20815	substrate
DB00220	Nelfinavir	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00220	Nelfinavir	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00220	Nelfinavir	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00220	Nelfinavir	UDP-glucuronosyltransferase 1-1	Human	P22309	inducer
DB00222	Glimepiride	Cytochrome P450 2C9	None	None	None
DB00222	Glimepiride	Alcohol dehydrogenase [NADP(+)]	None	None	None
DB00222	Glimepiride	Cytochrome P450 2C9	Human	P11712	substrate
DB00224	Indinavir	Cytochrome P450 3A4	None	None	None
DB00224	Indinavir	Cytochrome P450 3A4	Human	P08684	substrate
DB00224	Indinavir	Cytochrome P450 3A7	Human	P24462	substrate
DB00224	Indinavir	Cytochrome P450 3A5	Human	P20815	substrate
DB00224	Indinavir	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00224	Indinavir	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00224	Indinavir	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00224	Indinavir	UDP-glucuronosyltransferase 1-1	Human	P22309	inhibitor
DB00227	Lovastatin	Cytochrome P450 3A4	None	None	None
DB00227	Lovastatin	Cytochrome P450 3A4	None	None	None
DB00227	Lovastatin	Cytochrome P450 3A4	Human	P08684	substrate
DB00227	Lovastatin	Cytochrome P450 3A5	Human	P20815	substrate
DB00227	Lovastatin	Cytochrome P450 3A7	Human	P24462	substrate
DB00227	Lovastatin	Serum paraoxonase/lactonase 3	Human	Q15166	substrate
DB00227	Lovastatin	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00227	Lovastatin	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00227	Lovastatin	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00227	Lovastatin	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00227	Lovastatin	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00227	Lovastatin	UDP-glucuronosyltransferase 1-3	Human	P35503	substrate
DB00227	Lovastatin	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB00228	Enflurane	Cytochrome P450 2E1	None	None	None
DB00228	Enflurane	Cytochrome P450 2E1	Human	P05181	substrate
DB00231	Temazepam	Cytochrome P450 3A4	None	None	None
DB00231	Temazepam	Cytochrome P450 2C19	None	None	None
DB00231	Temazepam	Cytochrome P450 2C19	Human	P33261	substrate
DB00231	Temazepam	Cytochrome P450 3A4	Human	P08684	substrate
DB00231	Temazepam	Cytochrome P450 2B6	Human	P20813	substrate
DB00231	Temazepam	Cytochrome P450 2C8	Human	P10632	substrate
DB00231	Temazepam	Cytochrome P450 2C9	Human	P11712	substrate
DB00233	Aminosalicylic Acid	Myeloperoxidase	Human	P05164	inhibitor
DB00234	Reboxetine	Cytochrome P450 3A4	Human	P08684	substrate
DB00234	Reboxetine	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00238	Nevirapine	Cytochrome P450 2C9	None	None	None
DB00238	Nevirapine	Cytochrome P450 2D6	None	None	None
DB00238	Nevirapine	Cytochrome P450 3A4	None	None	None
DB00238	Nevirapine	Cytochrome P450 3A5	None	None	None
DB00238	Nevirapine	Cytochrome P450 3A4	None	None	None
DB00238	Nevirapine	Cytochrome P450 3A5	None	None	None
DB00238	Nevirapine	Cytochrome P450 2D6	None	None	None
DB00238	Nevirapine	Cytochrome P450 2B6	None	None	None
DB00238	Nevirapine	Cytochrome P450 3A4	None	None	None
DB00238	Nevirapine	Cytochrome P450 2B6	None	None	None
DB00238	Nevirapine	Cytochrome P450 3A4	None	None	None
DB00238	Nevirapine	Cytochrome P450 2D6	None	None	None
DB00238	Nevirapine	Cytochrome P450 2B6	None	None	None
DB00238	Nevirapine	Cytochrome P450 3A4	None	None	None
DB00238	Nevirapine	Cytochrome P450 2B6	None	None	None
DB00238	Nevirapine	Cytochrome P450 3A4	None	None	None
DB00238	Nevirapine	Cytochrome P450 2D6	None	None	None
DB00238	Nevirapine	Cytochrome P450 2C9	None	None	None
DB00238	Nevirapine	Aldehyde dehydrogenase, mitochondrial	None	None	None
DB00238	Nevirapine	Cytochrome P450 2B6	Human	P20813	substrate
DB00238	Nevirapine	Cytochrome P450 3A4	Human	P08684	substrate
DB00238	Nevirapine	Cytochrome P450 3A5	Human	P20815	substrate
DB00238	Nevirapine	Cytochrome P450 2C9	Human	P11712	substrate
DB00238	Nevirapine	Cytochrome P450 2A6	Human	P11509	substrate
DB00238	Nevirapine	Cytochrome P450 2D6	Human	P10635	substrate
DB00238	Nevirapine	Cytochrome P450 1A2	Human	P05177	None
DB00239	Oxiconazole	Cytochrome P450 3A4	Human	P08684	inducer
DB00239	Oxiconazole	Cytochrome P450 2C19	Human	P33261	substrate
DB00242	Cladribine	Deoxycytidine kinase	Human	P27707	substrate
DB00243	Ranolazine	Cytochrome P450 3A4	Human	P08684	substrate
DB00243	Ranolazine	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00245	Benzatropine	Cytochrome P450 2C19	Human	P33261	substrate
DB00245	Benzatropine	Cytochrome P450 2D6	Human	P10635	substrate
DB00246	Ziprasidone	Cytochrome P450 3A4	None	None	None
DB00246	Ziprasidone	Cytochrome P450 3A4	Human	P08684	substrate
DB00246	Ziprasidone	Cytochrome P450 3A5	Human	P20815	substrate
DB00246	Ziprasidone	Cytochrome P450 3A7	Human	P24462	substrate
DB00246	Ziprasidone	Cytochrome P450 1A2	Human	P05177	substrate
DB00246	Ziprasidone	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00247	Methysergide	CYP3A	Human	P24462	substrate
DB00248	Cabergoline	Cytochrome P450 3A4	Human	P08684	substrate
DB00250	Dapsone	Cytochrome P450 2C9	None	None	None
DB00250	Dapsone	Cytochrome P450 2E1	None	None	None
DB00250	Dapsone	Cytochrome P450 3A4	None	None	None
DB00250	Dapsone	Myeloperoxidase	None	None	None
DB00250	Dapsone	Prostaglandin G/H synthase 2	None	None	None
DB00250	Dapsone	Arylamine N-acetyltransferase 2	None	None	None
DB00250	Dapsone	Cytochrome P450 3A5	Human	P20815	substrate
DB00250	Dapsone	Cytochrome P450 3A4	Human	P08684	substrate
DB00250	Dapsone	Dimethylaniline monooxygenase [N-oxide-forming] 3	Human	P31513	substrate
DB00250	Dapsone	Prostaglandin G/H synthase 1	Human	P23219	substrate
DB00250	Dapsone	Prostaglandin G/H synthase 2	Human	P35354	substrate
DB00250	Dapsone	Cytochrome P450 2C8	Human	P10632	substrate
DB00250	Dapsone	Cytochrome P450 2C19	Human	P33261	substrate
DB00250	Dapsone	Arylamine N-acetyltransferase 2	Human	P11245	substrate
DB00250	Dapsone	Cytochrome P450 2C9	Human	P11712	substrate
DB00250	Dapsone	Cytochrome P450 3A7	Human	P24462	substrate
DB00250	Dapsone	Cytochrome P450 2E1	Human	P05181	substrate
DB00250	Dapsone	Myeloperoxidase	Human	P05164	substrate
DB00250	Dapsone	Cytochrome P450 2C18	Human	P33260	substrate
DB00252	Phenytoin	Cytochrome P450 2C19	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C9	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C9	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C19	None	None	None
DB00252	Phenytoin	Cytochrome P450 2D6	None	None	None
DB00252	Phenytoin	Cytochrome P450 2E1	None	None	None
DB00252	Phenytoin	Cytochrome P450 3A4	None	None	None
DB00252	Phenytoin	Cytochrome P450 1A2	None	None	None
DB00252	Phenytoin	Cytochrome P450 2A6	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C8	None	None	None
DB00252	Phenytoin	Epoxide hydrolase 1	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C9	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C19	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C9	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C19	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C9	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C19	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C9	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C19	None	None	None
DB00252	Phenytoin	Catechol O-methyltransferase	None	None	None
DB00252	Phenytoin	Cytochrome P450 1A2	None	None	None
DB00252	Phenytoin	Cytochrome P450 2A6	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C19	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C8	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C9	None	None	None
DB00252	Phenytoin	Cytochrome P450 2D6	None	None	None
DB00252	Phenytoin	Cytochrome P450 2E1	None	None	None
DB00252	Phenytoin	Cytochrome P450 3A4	None	None	None
DB00252	Phenytoin	Epoxide hydrolase 1	None	None	None
DB00252	Phenytoin	NAD(P)H dehydrogenase [quinone] 1	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C9	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C19	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C9	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C19	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C19	None	None	None
DB00252	Phenytoin	Cytochrome P450 3A5	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C9	None	None	None
DB00252	Phenytoin	Cytochrome P450 3A4	None	None	None
DB00252	Phenytoin	Cytochrome P450 3A7	None	None	None
DB00252	Phenytoin	Cytochrome P450 2B6	None	None	None
DB00252	Phenytoin	Cytochrome P450 2D6	None	None	None
DB00252	Phenytoin	UDP-glucuronosyltransferase 1-1	None	None	None
DB00252	Phenytoin	UDP-glucuronosyltransferase 1-4	None	None	None
DB00252	Phenytoin	UDP-glucuronosyltransferase 1-6	None	None	None
DB00252	Phenytoin	UDP-glucuronosyltransferase 1-9	None	None	None
DB00252	Phenytoin	Cytochrome P450 2C9	Human	P11712	substrate
DB00252	Phenytoin	Cytochrome P450 2C19	Human	P33261	substrate
DB00252	Phenytoin	Cytochrome P450 2C8	Human	P10632	substrate
DB00252	Phenytoin	Cytochrome P450 2B6	Human	P20813	inducer
DB00252	Phenytoin	Cytochrome P450 3A4	Human	P08684	substrate
DB00252	Phenytoin	Cytochrome P450 2C18	Human	P33260	substrate
DB00252	Phenytoin	Cytochrome P450 3A5	Human	P20815	inducer
DB00252	Phenytoin	Cytochrome P450 3A7	Human	P24462	inducer
DB00252	Phenytoin	Cytochrome P450 11B1, mitochondrial	Human	P15538	inhibitor
DB00252	Phenytoin	UDP-glucuronosyltransferase 1-1	Human	P22309	inducer
DB00254	Doxycycline	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00255	Diethylstilbestrol	Catechol O-methyltransferase	Human	P21964	substrate
DB00255	Diethylstilbestrol	Cytochrome P450 19A1	Human	P11511	inducer
DB00255	Diethylstilbestrol	Cytochrome P450 2A6	Human	P11509	inhibitor
DB00255	Diethylstilbestrol	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00255	Diethylstilbestrol	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00255	Diethylstilbestrol	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00255	Diethylstilbestrol	Cytochrome P450 2E1	Human	P05181	inhibitor
DB00257	Clotrimazole	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00257	Clotrimazole	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00257	Clotrimazole	Cytochrome P450 2B6	Human	P20813	inhibitor
DB00257	Clotrimazole	Cholesterol side-chain cleavage enzyme, mitochondrial	Human	P05108	inhibitor
DB00257	Clotrimazole	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00257	Clotrimazole	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00257	Clotrimazole	Cytochrome P450 11B1, mitochondrial	Human	P15538	inhibitor
DB00257	Clotrimazole	Cytochrome P450 19A1	Human	P11511	inhibitor
DB00257	Clotrimazole	Cytochrome P450 2A6	Human	P11509	inhibitor
DB00257	Clotrimazole	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00257	Clotrimazole	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00257	Clotrimazole	Cytochrome P450 2E1	Human	P05181	inhibitor
DB00257	Clotrimazole	Cytochrome P450 3A7	Human	P24462	inducer
DB00259	Sulfanilamide	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00259	Sulfanilamide	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00259	Sulfanilamide	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00259	Sulfanilamide	Cytochrome P450 2E1	Human	P05181	inhibitor
DB00259	Sulfanilamide	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00260	Cycloserine	Aromatic-L-amino-acid decarboxylase	Human	P20711	inhibitor
DB00261	Anagrelide	Cytochrome P450 1A2	Human	P05177	substrate
DB00262	Carmustine	Cytochrome P450 1A2	Human	P05177	substrate
DB00263	Sulfisoxazole	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00263	Sulfisoxazole	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00264	Metoprolol	Cytochrome P450 2D6	None	None	None
DB00264	Metoprolol	Cytochrome P450 2D6	None	None	None
DB00264	Metoprolol	Cytochrome P450 3A4	None	None	None
DB00264	Metoprolol	Cytochrome P450 2C19	None	None	None
DB00264	Metoprolol	Cytochrome P450 2D6	Human	P10635	substrate
DB00264	Metoprolol	Cytochrome P450 2C19	Human	P33261	substrate
DB00266	Dicoumarol	Cytochrome P450 2C9	Human	P11712	substrate
DB00268	Ropinirole	Cytochrome P450 1A2	Human	P05177	substrate
DB00268	Ropinirole	Cytochrome P450 3A4	Human	P08684	substrate
DB00268	Ropinirole	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00270	Isradipine	Cytochrome P450 3A4	Human	P08684	substrate
DB00273	Topiramate	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00273	Topiramate	Cytochrome P450 3A4	Human	P08684	inducer
DB00276	Amsacrine	Cytochrome P450 2D6	Human	P10635	substrate
DB00277	Theophylline	Cytochrome P450 1A2	None	None	None
DB00277	Theophylline	Cytochrome P450 1A2	None	None	None
DB00277	Theophylline	Cytochrome P450 2E1	None	None	None
DB00277	Theophylline	Cytochrome P450 3A4	Human	P08684	substrate
DB00277	Theophylline	Cytochrome P450 1A2	Human	P05177	substrate
DB00277	Theophylline	Adenosine deaminase	Human	P00813	inhibitor
DB00277	Theophylline	Cytochrome P450 2E1	Human	P05181	substrate
DB00277	Theophylline	Cytochrome P450 1A1	Human	P04798	substrate
DB00277	Theophylline	Cytochrome P450 1B1	Human	Q16678	substrate
DB00277	Theophylline	Cytochrome P450 2C8	Human	P10632	substrate
DB00277	Theophylline	Cytochrome P450 2C9	Human	P11712	substrate
DB00277	Theophylline	Cytochrome P450 2D6	Human	P10635	substrate
DB00278	Argatroban	Cytochrome P450 3A4	Human	P08684	substrate
DB00278	Argatroban	Cytochrome P450 3A5	Human	P20815	substrate
DB00280	Disopyramide	Cytochrome P450 3A4	None	None	None
DB00280	Disopyramide	Cytochrome P450 3A4	Human	P08684	substrate
DB00281	Lidocaine	Cytochrome P450 1A2	None	None	None
DB00281	Lidocaine	Cytochrome P450 3A4	None	None	None
DB00281	Lidocaine	Cytochrome P450 3A7	None	None	None
DB00281	Lidocaine	Cytochrome P450 1A2	None	None	None
DB00281	Lidocaine	Cytochrome P450 3A4	None	None	None
DB00281	Lidocaine	Cytochrome P450 3A7	None	None	None
DB00281	Lidocaine	Cytochrome P450 3A4	Human	P08684	substrate
DB00281	Lidocaine	Cytochrome P450 2D6	Human	P10635	substrate
DB00281	Lidocaine	Cytochrome P450 3A5	Human	P20815	substrate
DB00281	Lidocaine	Cytochrome P450 3A7	Human	P24462	substrate
DB00281	Lidocaine	Cytochrome P450 1A2	Human	P05177	substrate
DB00281	Lidocaine	Cytochrome P450 2C9	Human	P11712	substrate
DB00281	Lidocaine	Cytochrome P450 2C8	Human	P10632	substrate
DB00281	Lidocaine	Cytochrome P450 2C18	Human	P33260	substrate
DB00281	Lidocaine	Cytochrome P450 2A6	Human	P11509	substrate
DB00281	Lidocaine	Cytochrome P450 2B6	Human	P20813	substrate
DB00283	Clemastine	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00283	Clemastine	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00285	Venlafaxine	Cytochrome P450 2D6	None	None	None
DB00285	Venlafaxine	Cytochrome P450 2C19	None	None	None
DB00285	Venlafaxine	Cytochrome P450 3A4	None	None	None
DB00285	Venlafaxine	Cytochrome P450 2C19	None	None	None
DB00285	Venlafaxine	Cytochrome P450 2C9	None	None	None
DB00285	Venlafaxine	Cytochrome P450 3A4	None	None	None
DB00285	Venlafaxine	Cytochrome P450 2C19	None	None	None
DB00285	Venlafaxine	Cytochrome P450 3A4	None	None	None
DB00285	Venlafaxine	Cytochrome P450 2C19	None	None	None
DB00285	Venlafaxine	Cytochrome P450 2D6	Human	P10635	substrate
DB00285	Venlafaxine	Cytochrome P450 3A4	Human	P08684	substrate
DB00285	Venlafaxine	Cytochrome P450 2C9	Human	P11712	substrate
DB00285	Venlafaxine	Cytochrome P450 2C19	Human	P33261	substrate
DB00285	Venlafaxine	Cytochrome P450 2B6	Human	P20813	inhibitor
DB00286	Conjugated estrogens	Cytochrome P450 3A4	Human	P08684	substrate
DB00286	Conjugated estrogens	Cytochrome P450 1A2	Human	P05177	substrate
DB00286	Conjugated estrogens	Catechol O-methyltransferase	Human	P21964	substrate
DB00289	Atomoxetine	Cytochrome P450 2D6	Human	P10635	substrate
DB00289	Atomoxetine	Cytochrome P450 2C19	Human	P33261	substrate
DB00289	Atomoxetine	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00290	Bleomycin	Bleomycin hydrolase	Human	Q13867	substrate
DB00291	Chlorambucil	Glutathione S-transferase P	Human	P09211	substrate
DB00292	Etomidate	Cytochrome P450 11B1, mitochondrial	Human	P15538	inhibitor
DB00292	Etomidate	Cytochrome P450 11B2, mitochondrial	Human	P19099	inhibitor
DB00292	Etomidate	Cytochrome P450 19A1	Human	P11511	inhibitor
DB00294	Etonogestrel	Cytochrome P450 3A4	Human	P08684	substrate
DB00295	Morphine	UDP-glucuronosyltransferase 2B7	None	None	None
DB00295	Morphine	UDP-glucuronosyltransferase 1-1	None	None	None
DB00295	Morphine	UDP-glucuronosyltransferase 1-8	None	None	None
DB00295	Morphine	UDP-glucuronosyltransferase 2B15	None	None	None
DB00295	Morphine	UDP-glucuronosyltransferase 2B4	None	None	None
DB00295	Morphine	UDP-glucuronosyltransferase 1-3	None	None	None
DB00295	Morphine	UDP-glucuronosyltransferase 2B7	None	None	None
DB00295	Morphine	UDP-glucuronosyltransferase 1-1	None	None	None
DB00295	Morphine	Cytochrome P450 2D6	Human	P10635	substrate
DB00295	Morphine	Cytochrome P450 2C8	Human	P10632	substrate
DB00295	Morphine	Cytochrome P450 3A4	Human	P08684	substrate
DB00295	Morphine	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB00295	Morphine	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00295	Morphine	UDP-glucuronosyltransferase 1-8	Human	Q9HAW9	substrate
DB00295	Morphine	UDP-glucuronosyltransferase 2B15	Human	P54855	substrate
DB00295	Morphine	UDP-glucuronosyltransferase 2B4	Human	P06133	substrate
DB00295	Morphine	UDP-glucuronosyltransferase 1-3	Human	P35503	substrate
DB00296	Ropivacaine	Cytochrome P450 1A2	None	None	None
DB00296	Ropivacaine	Cytochrome P450 1A2	None	None	None
DB00296	Ropivacaine	Cytochrome P450 3A4	None	None	None
DB00296	Ropivacaine	Cytochrome P450 1A2	Human	P05177	substrate
DB00296	Ropivacaine	Cytochrome P450 2B6	Human	P20813	substrate
DB00296	Ropivacaine	Cytochrome P450 2D6	Human	P10635	substrate
DB00296	Ropivacaine	Cytochrome P450 3A4	Human	P08684	substrate
DB00297	Bupivacaine	Cytochrome P450 3A4	Human	P08684	substrate
DB00297	Bupivacaine	Cytochrome P450 1A2	Human	P05177	substrate
DB00297	Bupivacaine	Cytochrome P450 2C19	Human	P33261	substrate
DB00297	Bupivacaine	Cytochrome P450 2D6	Human	P10635	substrate
DB00300	Tenofovir disoproxil	Adenylate kinase isoenzyme 1	None	None	None
DB00300	Tenofovir disoproxil	Adenylate kinase 2, mitochondrial	None	None	None
DB00300	Tenofovir disoproxil	Nucleoside diphosphate kinase A	None	None	None
DB00300	Tenofovir disoproxil	Nucleoside diphosphate kinase B	None	None	None
DB00300	Tenofovir disoproxil	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00300	Tenofovir disoproxil	Adenylate kinase 2, mitochondrial	Human	P54819	substrate
DB00300	Tenofovir disoproxil	Adenylate kinase 4, mitochondrial	Human	P27144	substrate
DB00300	Tenofovir disoproxil	Nucleoside diphosphate kinase A	Human	P15531	substrate
DB00300	Tenofovir disoproxil	Nucleoside diphosphate kinase B	Human	P22392	substrate
DB00301	Flucloxacillin	Cytochrome P450 3A4	Human	P08684	inducer
DB00304	Desogestrel	Cytochrome P450 2C9	None	None	None
DB00304	Desogestrel	Cytochrome P450 2C19	None	None	None
DB00304	Desogestrel	Cytochrome P450 2C9	None	None	None
DB00304	Desogestrel	Cytochrome P450 2C19	None	None	None
DB00304	Desogestrel	Cytochrome P450 2C9	None	None	None
DB00304	Desogestrel	Cytochrome P450 2C19	None	None	None
DB00304	Desogestrel	Cytochrome P450 2C19	None	None	None
DB00304	Desogestrel	Cytochrome P450 2C9	None	None	None
DB00304	Desogestrel	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1	None	None	None
